Time,trustor,trustee,pkts_f,pkts_d,pdr,frds,coi,D_ID,D_Type,D_Brand,D_Model,D_Relationship_Type,D_Relationship_Factor
2782,8,15,3,0,1,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
2783,1,11,1,4,0.2,0,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2783,14,8,4,2,0.666666667,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2784,9,12,3,1,0.75,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
2784,1,8,5,0,1,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2785,14,7,2,0,1,0,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2786,6,5,8,1,0.888888889,1,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2786,2,8,4,5,0.444444444,1,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2787,13,3,8,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2787,2,14,8,1,0.888888889,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2788,8,4,3,1,0.75,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2788,14,9,2,6,0.25,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2789,1,9,1,0,1,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2790,15,3,8,2,0.8,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
2790,8,11,4,2,0.666666667,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2791,8,5,3,3,0.5,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2791,1,8,3,7,0.3,0,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2791,11,6,8,2,0.8,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2793,6,15,9,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2793,2,6,5,5,0.5,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2793,15,8,1,1,0.5,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
2794,13,5,1,1,0.5,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2794,2,12,6,4,0.6,0,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2795,9,13,9,0,1,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
2796,14,1,7,0,1,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2796,5,13,1,1,0.5,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2797,6,3,1,0,1,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2797,5,8,1,1,0.5,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2797,12,8,1,6,0.142857143,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2799,8,3,2,3,0.4,1,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2799,4,15,4,6,0.4,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2799,12,7,5,0,1,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2800,4,9,9,1,0.9,0,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2801,9,5,1,0,1,1,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2801,15,6,1,3,0.25,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2802,9,12,1,0,1,0,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2802,5,10,7,2,0.777777778,0,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2803,11,2,9,0,1,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2804,7,4,1,1,0.5,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2804,2,7,10,0,1,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2804,11,9,6,3,0.666666667,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2805,2,14,2,8,0.2,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2805,7,14,2,0,1,0,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2806,15,5,3,3,0.5,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2807,7,13,1,3,0.25,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2807,2,8,2,0,1,1,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2807,12,9,3,3,0.5,0,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2808,7,3,3,1,0.75,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2808,2,13,2,0,1,1,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2809,15,1,3,7,0.3,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2810,10,4,3,5,0.375,1,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2810,2,14,4,0,1,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2811,12,2,1,0,1,0,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2812,7,15,2,1,0.666666667,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2812,1,6,7,3,0.7,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2812,15,10,1,0,1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2813,1,14,6,4,0.6,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2814,14,5,4,4,0.5,0,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2814,7,12,4,4,0.5,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2815,7,5,5,3,0.625,1,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2815,5,14,5,1,0.833333333,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
2815,15,8,1,7,0.125,0,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2817,7,2,1,6,0.142857143,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2817,4,12,1,1,0.5,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
2817,15,9,2,0,1,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2818,7,14,1,6,0.142857143,0,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2819,5,13,1,7,0.125,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2819,13,9,4,0,1,0,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2820,8,12,8,2,0.8,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2820,5,6,5,3,0.625,1,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2821,13,6,3,4,0.428571429,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2822,7,13,3,6,0.333333333,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2822,4,8,4,3,0.571428571,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2823,7,3,2,7,0.222222222,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2823,14,7,1,2,0.333333333,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2824,12,5,3,0,1,1,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2824,5,6,2,5,0.285714286,1,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2825,5,15,1,6,0.142857143,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2825,9,14,2,2,0.5,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2826,15,8,1,4,0.2,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2827,9,4,5,1,0.833333333,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
2827,5,11,2,4,0.333333333,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2828,11,2,1,0,1,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2829,5,13,1,0,1,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2829,7,14,4,6,0.4,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2829,15,9,1,0,1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2830,7,2,4,6,0.4,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2831,12,1,1,1,0.5,1,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2831,3,6,8,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2832,10,2,1,1,0.5,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2833,14,1,3,7,0.3,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2833,3,13,1,4,0.2,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2834,8,4,1,2,0.333333333,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2834,12,8,5,5,0.5,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2835,4,13,3,2,0.6,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2836,9,15,4,4,0.5,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2836,14,10,7,0,1,1,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2837,11,4,2,5,0.285714286,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2837,1,9,2,8,0.2,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2838,6,5,1,0,1,1,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2838,1,11,2,8,0.2,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
2839,13,8,1,0,1,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2840,11,5,1,0,1,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2840,10,14,2,2,0.5,1,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
2840,5,6,3,7,0.3,1,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2841,10,3,1,3,0.25,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2842,13,4,6,4,0.6,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2842,3,9,4,6,0.4,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2843,3,11,3,7,0.3,1,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2843,9,15,1,1,0.5,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2843,15,8,10,0,1,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
2844,9,4,2,0,1,0,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2845,14,4,3,0,1,1,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2845,1,10,1,0,1,1,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2846,6,2,1,0,1,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2846,13,10,1,2,0.333333333,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2847,2,11,5,0,1,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2848,10,5,3,0,1,0,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2848,2,9,5,0,1,0,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2848,13,9,7,0,1,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2849,15,4,3,4,0.428571429,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2849,10,14,2,1,0.666666667,1,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2850,2,11,4,6,0.4,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2851,9,2,2,8,0.2,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
2851,14,3,5,1,0.833333333,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2851,2,10,1,9,0.1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2852,9,14,5,5,0.5,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2852,12,7,5,1,0.833333333,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2853,2,7,1,1,0.5,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2854,8,14,2,8,0.2,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2854,14,9,7,0,1,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2855,8,5,1,9,0.1,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2855,13,1,4,3,0.571428571,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2855,1,6,1,0,1,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2856,1,11,1,0,1,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2857,9,4,2,3,0.4,0,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2857,14,8,1,4,0.2,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2858,3,7,2,0,1,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2859,6,2,3,2,0.6,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2859,12,2,1,3,0.25,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2860,5,11,3,1,0.75,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2860,15,8,3,1,0.75,0,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2861,10,1,2,2,0.5,1,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2862,15,5,2,2,0.5,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2862,3,12,3,4,0.428571429,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2863,9,2,3,3,0.5,0,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2863,14,10,4,0,1,1,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2864,4,12,5,5,0.5,0,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2864,9,11,4,2,0.666666667,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2865,12,9,2,7,0.222222222,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2866,12,2,9,0,1,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
2866,10,14,1,5,0.166666667,1,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2866,5,8,4,6,0.4,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2868,7,3,2,5,0.285714286,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2868,12,2,3,3,0.5,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2868,5,10,1,0,1,0,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2869,11,10,6,0,1,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2870,7,12,1,2,0.333333333,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2870,2,8,3,3,0.5,1,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2871,15,8,3,1,0.75,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2872,9,13,8,2,0.8,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
2872,4,8,3,0,1,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2873,4,15,1,2,0.333333333,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2873,11,10,5,2,0.714285714,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2874,10,14,2,8,0.2,1,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2875,14,4,1,2,0.333333333,1,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2875,10,1,4,6,0.4,1,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2875,5,6,2,8,0.2,1,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2876,12,10,2,1,0.666666667,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2877,8,11,6,3,0.666666667,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2877,2,9,1,0,1,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
2878,8,3,1,8,0.111111111,1,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2878,11,6,7,1,0.875,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2879,15,4,2,6,0.25,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2879,4,14,2,0,1,1,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2880,10,4,3,1,0.75,1,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2880,4,10,1,1,0.5,1,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2881,15,1,1,7,0.125,0,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2882,6,4,8,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2882,2,10,2,0,1,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2883,15,3,3,1,0.75,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
2883,6,12,1,7,0.125,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2884,5,7,3,6,0.333333333,1,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2885,8,4,2,6,0.25,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2885,5,13,2,7,0.222222222,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2885,13,7,5,1,0.833333333,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2887,8,3,3,1,0.75,1,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2887,13,4,1,5,0.166666667,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2887,4,9,5,0,1,0,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2888,8,12,4,0,1,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2888,11,7,3,3,0.5,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2889,5,9,2,0,1,1,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2890,10,13,6,2,0.75,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2890,14,9,1,8,0.111111111,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2891,10,5,8,0,1,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2891,1,13,2,0,1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2892,11,5,4,0,1,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2893,6,13,3,4,0.428571429,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2893,4,8,8,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2893,14,8,4,0,1,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2894,4,12,5,3,0.625,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
2895,12,2,2,1,0.666666667,0,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2895,7,11,9,0,1,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2896,5,8,1,1,0.5,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2896,13,9,2,1,0.666666667,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2897,10,4,1,8,0.111111111,1,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2898,12,1,1,5,0.166666667,1,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2898,10,14,3,6,0.333333333,1,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2898,2,9,4,2,0.666666667,0,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2899,2,11,4,2,0.666666667,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2900,10,13,4,3,0.571428571,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2900,12,10,1,1,0.5,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2901,11,4,1,1,0.5,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2901,2,12,1,6,0.142857143,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
2902,8,15,5,0,1,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2903,3,11,2,0,1,1,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2903,15,10,1,1,0.5,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2904,14,4,1,1,0.5,1,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2904,7,14,4,1,0.8,0,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2905,7,5,4,1,0.8,1,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2905,5,11,3,5,0.375,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2906,14,8,1,8,0.111111111,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2907,13,3,8,1,0.888888889,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2907,8,1,3,1,0.75,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
2907,4,6,1,4,0.2,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2908,4,14,4,1,0.8,1,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2909,13,3,2,8,0.2,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2909,9,13,1,2,0.333333333,0,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2910,5,6,2,0,1,1,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2911,10,2,1,0,1,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2911,5,13,2,0,1,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2911,15,10,2,2,0.5,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2912,10,13,1,0,1,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2913,14,1,7,2,0.777777778,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2913,4,6,3,7,0.3,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2914,8,3,3,4,0.428571429,1,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2914,4,15,8,2,0.8,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2915,14,2,3,4,0.428571429,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2916,7,2,2,1,0.666666667,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2916,3,15,8,2,0.8,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2917,14,2,5,2,0.714285714,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2918,6,3,2,1,0.666666667,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2918,4,10,1,8,0.111111111,1,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2919,11,7,2,0,1,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2920,14,5,2,0,1,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2920,2,13,4,0,1,1,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2920,8,11,6,0,1,0,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2921,8,3,4,2,0.666666667,1,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2921,2,7,3,1,0.75,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2922,11,1,2,0,1,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2923,10,14,1,0,1,1,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
2923,2,10,5,3,0.625,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2924,10,3,1,0,1,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2924,15,7,2,0,1,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2925,4,6,4,0,1,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2926,10,1,2,1,0.666666667,1,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2926,4,14,2,2,0.5,1,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2926,15,6,1,2,0.333333333,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2927,10,13,1,2,0.333333333,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2928,4,9,2,0,1,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2928,15,9,5,0,1,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2929,6,5,1,1,0.5,1,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2929,4,13,1,1,0.5,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2930,11,10,4,1,0.8,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2931,3,11,1,1,0.5,1,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2931,10,13,8,0,1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2932,3,6,2,0,1,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2932,11,7,3,6,0.333333333,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2933,9,11,6,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2934,9,1,3,3,0.5,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2934,15,5,5,0,1,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2934,1,14,4,2,0.666666667,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
